	af_id	af_hidden	af_global	af_enabled	af_deleted	af_throttled	af_group	af_timestamp	af_actions	af_hit_count	af_public_comments	manual_tags	comments
200	239	0	0	0	1	0	default	20091127160915	disallow	2189	Huge repeating/nonsense characters	silly_vandalism	
201	159	1	0	0	1	0	default	20170402073529	throttle,disallow	2171	Mascot Guy Sock Candidates	sockpuppetry	
202	472	0	0	0	1	1	default	20140303202248		2133	Feedback: Addition of bad words	profanity_vandalism	
203	236	1	0	0	1	0	default	20110316135512		2116	Wknight94 test filter	test	
204	35	0	0	0	1	0	default	20090511155617		2093	New user changing a redirect	good_faith_redirect	
205	23	1	0	0	1	0	default	20160812194609		2075	Some vandal phrases	hidden_vandalism	
206	935	1	0	1	0	0	default	20180923090952		2056	"""ntsamr""-pattern spambot filter"	hidden_vandalism	or ‘bot_vandalism’; or ‘spam’
207	637	1	0	0	0	0	default	20190103014127		2040	MusikAnimal test filter	test	
208	16	1	0	0	1	0	default	20170509184759	throttle,disallow	2005	Prolific socker I	sockpuppetry	
209	273	1	0	0	1	0	default	20120808231233	disallow	1980	Repeated obscenities	profanity_vandalism	or hidden_vandalism
210	813	1	0	1	0	0	default	20170605190253	disallow	1879	Bee movie script	silly_vandalism	not hidden anymore, merged to 614
211	766	0	0	1	0	0	default	20181209191741	warn,tag	1866	Alt-right labeling	politically_motivated	
212	667	1	0	1	0	0	default	20181007162410		1843	Wikipedia:Long-term abuse/Best known for IP	long_term_abuse	
213	768	1	0	1	0	0	default	20171028174754	disallow	1781	AIV disruption	hidden_vandalism	
214	826	1	0	1	0	0	default	20170206164424	throttle,disallow	1748	Image flag vandal	hidden_vandalism	or ‘image_vandalism’ ? (not quite sure what ‘image flag’ is
215	179	1	0	0	1	0	default	20120808231218	disallow	1617	Ongoing attacks	hidden_vandalism	
216	756	1	0	0	0	0	default	20190104181541	disallow	1601	Banned user vandalism	hidden_vandalism	
217	926	1	0	1	0	0	default	20190103224137	disallow	1574	Image vandalism II	image_vandalism	as per name
218	942	0	0	1	0	0	default	20181128042048		1573	Log edits to protected pages	general_tracking	
219	577	0	0	0	1	0	default	20150212173614		1566	VisualEditor bugs: Strange icons	bug	
220	24	0	0	0	1	0	default	20150212173232		1538	Sneaky link vandalism	link_vandalism	as per name
221	280	0	0	0	1	0	default	20100131230039		1525	New user altering images	good_faith_image	or general_tracking ?
222	257	1	0	0	1	0	default	20170511024816	disallow	1505	Sonichu and other repeat vandalism	hidden_vandalism	
223	620	1	0	0	1	0	default	20160614035352		1498	archive removal by disruptive editors	hidden_vandalism	
224	740	1	0	1	0	0	default	20171106152842		1461	Template hijacking	template_vandalism	
225	408	1	0	0	1	0	default	20120808231552		1441	really long talk post	hidden_vandalism	the name sound quite innocent though^^
226	921	0	0	1	0	0	default	20180703035104	tag	1422	Suspicious claims of nazism	politically_motivated	or personal_attacks ?
227	475	0	0	0	1	0	feedback	20131003210159		1390	Feedback: Vandalism or libel	personal_attacks	
228	358	1	0	0	0	0	default	20151220123259		1358	Od Mishehu's test filter	test	
229	619	1	0	0	0	0	default	20150204222535		1326	Possible covert vandalism	hidden_vandalism	
230	652	1	0	0	0	0	default	20180412165059	warn,disallow	1326	Jajadelera	hidden_vandalism	
231	194	0	0	0	1	0	default	20090721035726		1309	Michael Jackson new page vandalism	general_vandalism	filter created on MJ’s death day, since vandalism was apparently expected (not sure how to classify it); a lot of hits seem to be false positives though
232	151	0	0	0	1	0	default	20150212173345		1294	Inappropriate Redirects	good_faith_redirect	
233	891	0	0	1	0	0	default	20180328194850	warn,tag	1289	Predatory open access journals	good_faith_refs	
234	892	0	0	1	0	0	default	20181023224029	disallow	1245	RS linked through proxy	wiki_policy	link_vandalism or spam ? Comments suggest it’s not on purpose..
235	119	0	0	0	1	0	default	20090928191653		1243	Macedonia naming conflict	politically_motivated	or possibly edit_warring? Look at pattern!
236	474	0	0	0	1	1	default	20160911183030	disallow	1222	Feedback: Comment with only obscenities	personal_attacks	
237	47	1	0	0	1	0	default	20160813233958	disallow	1206	Prolific sockpuppeteers	sockpuppetry	
238	684	1	0	0	0	0	default	20181018171737	disallow	1192	temporary vandalism	hidden_vandalism	
239	930	0	0	1	0	0	default	20181023224118	disallow	1165	Prevent indexing userspaces by newer users	self_promotion	Compare with 840; or promotion in general, see “Support this, as a good way to catch low-flying promotional content. CrowCaw 00:01, 20 February 2017 (UTC)” https://en.wikipedia.org/w/index.php?oldid=766629914#User_space_indexing
240	793	1	0	1	0	0	default	20190105142358	disallow	1155	Common spam/scam phone numbers	hidden_vandalism	'hoaxing’ ? ‘spam’ ? What would it be, if the numbers were not hidden?
241	675	0	0	0	1	0	default	20160614040653	disallow	1107	Thems the facts vandalism	trolling	see https://news.clickhole.com/man-on-a-mission-this-man-is-adding-and-them-s-the-fa-1825121199
242	877	1	0	0	0	0	default	20180814223233		1084	test filter 4	test	
243	253	0	0	0	1	0	default	20091127160929	warn	1015	Signing a non-discussion page	wiki_policy	
244	134	0	0	0	1	0	default	20090708123137		991	Template deletion notifications transcluded into articles	unclear	I don’t quite understand this one; is the problem that users didn’t want template to be evaluated in articles?; could be ‘good_faith_template’, ‘template_vandalism’, ‘bug’, ‘general_maintenance’ or ‘general_tracking’
245	755	1	0	0	0	0	default	20190104181502		981	LTA trolling	long_term_abuse	or “trolling”
246	7	1	0	0	1	0	default	20160812192554		972	AnonTalk	hidden_vandalism	
247	834	1	0	0	1	1	default	20170204214625		961	Possible attacks on other users	personal_attacks	
248	879	0	0	1	0	0	default	20181219090944	warn	943	Possible malformed edit	good_faith_wiki_syntax	
249	815	1	0	1	0	0	default	20170831173447	disallow	936	TV vandal	hidden_vandalism	
250	341	1	0	0	1	0	default	20160614031549	disallow	925	Persistent talk page abuse from IP ranges	talk_page_vandalism	or ‘hidden_vandalism’ ?
251	600	1	0	0	0	0	default	20150602162717	tag	924	Adding Image to Template	hidden_vandalism	
252	934	0	0	0	1	0	default	20181107195116	disallow	915	Unconfirmed users creating mainspace articles	general_vandalism	
253	529	0	0	0	1	0	default	20150625141130	warn,disallow	913	chartnews	wiki_policy	'unreliable_sources’ ?
254	534	1	0	0	0	0	default	20151231173918	disallow	912	Preuss filter	hidden_vandalism	
255	859	1	0	0	1	0	default	20181104194110	disallow	856	LTA #859	long_term_abuse	
256	477	1	0	0	1	0	default	20160614032941	warn	854	Chinese pattern spambots	bot_vandalism	or ‘spam’; or ‘hidden_vandalism’
257	899	0	0	1	0	0	default	20180412201446		826	"Adding ""The Sun"" or ""Dailystar"" to BLPs"	wiki_policy	'unreliable_sources’; or ‘biased_pov’
258	739	1	0	1	0	0	default	20170416123534	disallow	821	User talk vandal	talk_page_vandalism	or ‘hidden_vandalism’ ? Or ‘personal_attacks’ since it’s on user talk page
259	398	1	0	0	0	0	default	20180426150503	throttle	802	Test filter 398	test	
260	485	0	0	0	1	0	default	20160614033239	warn	797	Prevent malicious edits by browser extension	silly_vandalism	bc of pattern that gets added; otherwise I would’ve given it ‘bug’
261	422	1	0	0	0	0	default	20150625143905	disallow	794	Possible template vandalism	template_vandalism	
262	388	1	0	0	1	0	default	20150212173548		783	Unusual redirect III	hidden_vandalism	
263	405	1	0	0	1	0	default	20160614032241		776	Verizon vandal	hidden_vandalism	
264	708	0	0	0	0	0	default	20151104174320		765	SPI page moves	avoidant_vandalism	bc of content; otherwise I would’ve given it ‘general_tracking’ or ‘good_faith’ smth
265	543	1	0	0	1	0	default	20130402134200		754	XKCD April Fools' Day 2013 vandalism	hidden_vandalism	otherwise I’d say “prank” ?
266	872	1	0	0	0	0	default	20180711125807	disallow	748	SK Sock	sockpuppetry	
267	941	1	0	0	0	0	default	20181114151253	disallow	747	proxy abuse	hidden_vandalism	or ‘wiki_policy’ (or introduce own ‘proxy’ tag?)
268	812	0	0	1	0	0	default	20161212220959	disallow	726	Unreasonably large addition of content	general_vandalism	or probably ‘silly_vandalism’ what else could be getting added that’s so huge
269	915	1	0	1	0	0	default	20190104181216		719	Personal testing filter for Cyberpower678	test	
270	762	1	0	1	0	0	default	20180126230139	disallow,tag	716	TV/Movie spammer	spam	as per name
271	642	0	0	1	0	0	default	20181023194832	disallow	712	OTRS template added by non-OTRS member (global)	unclear	Or ‘template_vandalism’? But is this always vandalism? OTRS = Open-Source Ticket Request System;
272	146	1	0	0	1	0	default	20120808231158		710	Keith Bridgeman vandalism	hidden_vandalism	
273	856	0	0	1	0	0	default	20180412170902		687	Non-admin removing revdel templates	good_faith_template	
274	99	0	0	0	1	0	default	20090408125315		686	Edits to an other user's userspace	impersonation	Is maybe what they were looking for? Alternatives here: “general_vandalism”, “not_polite”, “general_tracking”; not quite sure what they were trying to achieve, but filter was recognised as unhelpful and deleted 13 days after its inception
275	651	1	0	1	0	0	default	20150826005013	warn,disallow	685	AfricaTanz	hidden_vandalism	
276	433	1	0	0	1	1	default	20120808231801		684	University of Oklahoma spelling vandal	hidden_vandalism	
277	624	1	0	0	0	0	default	20180424211305		680	CheckUser Sock block	hidden_vandalism	not quite sure from the name only what exactly is meant, so stick with the more general label
278	946	1	0	1	0	0	default	20190104123050	throttle,warn	657	LTA 946	long_term_abuse	
279	918	1	0	1	0	0	default	20180912233708		650	LTA 918	long_term_abuse	
280	563	1	0	0	1	0	default	20160614034434		643	Graham W Phillips	hidden_vandalism	
281	765	0	0	0	0	0	default	20171025201214	tag	620	Unnecessary syntax in translated articles	good_faith_wiki_syntax	alternative: ‘bug’, ‘general_tracking’
282	799	1	0	1	0	0	default	20181216194154	throttle,disallow	610	Ref Desk Nazi	hidden_vandalism	
283	601	1	0	0	0	0	default	20150218071840	disallow	606	Colton Cosmic	hidden_vandalism	
284	864	1	0	1	0	0	default	20180128000704	disallow	601	Kargbo Spammer	spam	as per name
285	123	0	0	0	1	0	default	20120808231142	warn,disallow	599	New users moving other users' pages	page_move_vandalism	is in the meantime hidden;
286	445	1	0	0	1	0	default	20130404081019	throttle,disallow	596	Disruptive user threatening self harm	hidden_vandalism	name is quite descriptive, I’m not quite sure how I’d classify this otherwise though
287	519	1	0	0	0	0	default	20140407012139		588	Possible sockpuppets	sockpuppetry	
288	587	1	0	0	1	0	default	20140102185135	warn,disallow	585	Inappropriate external links	hidden_vandalism	alternatively: ‘link_vandalism’, ‘spam’
289	386	1	0	0	1	0	default	20110602033814	throttle	582	Throttle IP talk page creation	talk_page_vandalism	not quite satisfied with label, but don’t have a better idea either
290	880	1	0	1	0	0	default	20180626171659	disallow	572	Vote (X) for Change	hidden_vandalism	
291	269	1	0	0	1	0	default	20110310111002	warn,disallow	566	TFA Vandalism	hidden_vandalism	
292	526	0	0	0	1	0	default	20150625141156	warn	560	hot100brasil insertions	spam	or ‘unreliable_refs’, but till now I’ve labeled suspicious charts stuff as ‘spam’
293	436	1	0	0	1	0	default	20170402073639		557	Sole Soul's test filter	test	
294	786	1	0	0	1	0	default	20170120213451		555	LTA_Check-B13	long_term_abuse	
295	26	0	0	0	1	0	default	20090404191112		548	Large unwikified additions by new user	good_faith_wiki_syntax	
296	369	0	0	0	1	0	default	20110310111517		545	New user editing AFD discussions	good_faith_deletion	although it doesn’t fit completely, maybe more like ‘general_tracking’
297	804	0	0	0	1	0	default	20161111202340		543	Mentions of Trump by new users	general_tracking	
298	314	0	0	0	1	0	default	20120808231323	warn	532	User creates article ending with a /	good_faith_article_creation	
299	82	0	0	0	1	0	default	20100502011556	disallow	532	Nowiki on urls	general_vandalism	not quite sure where it best fits as a type of vandalism, but it’s definitely vandalism (“Using nowiki on URLs bypasses the blacklist and is apparently being exploited by vandals “)
300	195	0	0	0	1	0	default	20150212173400		532	Michael Jackson edit vandalism	general_vandalism	don’t know if something could’ve fitted better; can open a “current_affairs_vandalism” category; this filter was active for ~3weeks directly following MJ’s death; and a ‘current_affairs_vandalism’ would also cover the Trump after elections filter
301	489	1	0	0	1	0	default	20160614033305		530	Long term IP-hopping abuse, more	long_term_abuse	
302	828	0	0	1	0	0	default	20171102075753	disallow	527	Redirecting talk page	talk_page_vandalism	
303	438	0	0	0	1	0	default	20130404080939	warn	521	Warn if create an article: Enter your new article name here	good_faith_article_creation	
304	847	1	0	1	0	0	default	20181104193816	disallow	512	Sandbox troll (WP:LTA/SBT)	trolling	
305	661	0	0	0	1	0	default	20150625135307	warn,disallow	495	unsourced section added to awards article	wiki_policy	
306	215	1	0	0	1	0	default	20100502011708	throttle,disallow	489	AnonTalk 2	hidden_vandalism	
307	809	1	0	1	0	0	default	20181111190314	disallow	487	SPI disruption	hidden_vandalism	
308	829	1	0	0	0	0	default	20171014180255		487	Possible article hijacking	hidden_vandalism	
309	742	1	0	0	0	0	default	20190105155622	throttle,disallow	487	BT UserTalkPage stalker	hidden_vandalism	
310	43	0	0	0	1	0	default	20090928191833		480	New user removing AfD comments	good_faith_deletion	"or ‘avoidant_vandalism’, which is what actually interests them, but “
Unfortunately this filter also applies when a user removes their own !vote. - Ruslik0”"
311	770	0	0	0	0	0	default	20180424233552		474	Causing death vandal	general_vandalism	or ‘hoaxing’ or ‘personal_attacks’
312	393	0	0	0	1	0	default	20110422015403		469	Ice hockey statistics	wiki_policy	“WP:HOCKEY has a guideline that strongly discourages mid-season updates to player statistics,for consistency”
313	221	1	0	0	1	0	default	20091127160908	disallow	469	Japanese police vandal	hidden_vandalism	
314	738	1	0	1	0	0	default	20181028130738	disallow	451	Frequently blocked user	hidden_vandalism	
315	862	0	0	1	0	0	default	20180619145747		442	Arabic string spam	spam	
316	835	1	0	1	0	0	default	20181101022927	disallow	437	Temporary vandalism II	hidden_vandalism	
317	731	1	0	0	0	0	default	20160818175917		436	Reference desk trolling	trolling	
318	925	1	0	0	0	0	default	20180910193926		434	Image vandalism	image_vandalism	
319	541	1	0	0	1	0	default	20160614034004		429	Open proxies	wiki_policy	
320	759	1	0	0	0	0	default	20180107124939	disallow	423	Digitalravan‎	hidden_vandalism	
321	66	0	0	0	1	0	default	20160818205325		406	poop vandalism (testing for false positives)	profanity_vandalism	
322	545	1	0	0	0	0	default	20140102181040		405	British Railways/Bus vandal	hidden_vandalism	
323	133	0	0	0	1	0	default	20090525144424		404	Broken references	good_faith_refs	or ‘good_faith_html’ (but this doesn’t really exist yet)
324	919	1	0	1	0	0	default	20180929131657	disallow	393	Sockpuppetry from EnglishEfternamn	sockpuppetry	
325	947	1	0	1	0	0	default	20181221074306	throttle,warn	393	LTA 947	long_term_abuse	
326	931	1	0	1	0	0	default	20190103063839	throttle,disallow	383	Image vandalism I	image_vandalism	
327	311	1	0	0	1	0	default	20160614031414	disallow,tag	382	Lewis Hamilton racism	politically_motivated	
328	788	0	0	1	0	0	default	20170309083707	disallow	374	IP removing report from RFPP	avoidant_vandalism	RFPP = Requests for page protection
329	212	0	0	0	1	0	default	20090830005619		372	New user placing comments without a header on user talk page	good_faith	
330	787	1	0	1	0	0	default	20160814184338	disallow	370	Spicy boy	hidden_vandalism	in the meantime not hidden anymore and deleted (Merge to Filter 614 -G 2019.01.21); according to pattern it would be ‘silly_vandalism’ I guess
331	699	1	0	0	0	0	default	20160218130439		363	3 edit link spam	spam	
332	751	1	0	1	0	0	default	20160818181044	disallow	359	Non-notable actor vandal/hoaxer	hoaxing	
333	295	1	0	0	1	0	default	20120808231256	disallow	356	Targeted vandalism by specific vandal	hidden_vandalism	
334	505	0	0	0	1	0	default	20150212173600		356	Tag mobile edits	general_tracking	
335	170	1	0	0	1	0	default	20100217194949		352	Thailand vandal	hidden_vandalism	
336	578	1	0	0	1	0	default	20170402073922	disallow	345	Sockpuppet vandalism	sockpuppetry	
337	171	0	0	0	1	0	default	20090708123401		333	Direct use of Template:Dated prod	good_faith_template	
338	470	1	0	0	1	0	default	20140102175918	disallow	333	Formula One Racing vandal	hidden_vandalism	
339	948	0	0	0	1	0	default	20181219204805		331	Long strings of digits/punctuation in usernames	silly_vandalism	
340	442	1	0	0	1	0	default	20120808231813	throttle,disallow	329	Michigan IP hopper	hidden_vandalism	
341	575	1	0	0	1	0	default	20160614034602		317	User moved sandbox from user space	hidden_vandalism	interesting, since title is innocuous enough
342	913	1	0	0	0	0	default	20180722030313		311	Wikipedia:Long-term abuse/Best known for IP (Secondary)	long_term_abuse	
343	523	1	0	0	1	0	default	20160614033813	disallow	306	Page creation spammer	spam	
344	688	1	0	0	0	0	default	20150910185705		303	Beals	hidden_vandalism	
345	909	1	0	1	0	0	default	20181218190852	disallow	299	Cutler Vandal	hidden_vandalism	
346	114	1	0	0	1	0	default	20091127160900	throttle	293	sleeper socks	sockpuppetry	
347	937	1	0	1	0	0	default	20181017194051		291	Qwertywander long-term abuse	long_term_abuse	
348	871	1	0	1	0	0	default	20180930182420	disallow	284	Sock Filter	sockpuppetry	
349	461	0	0	0	1	0	feedback	20130411173111	disallow	283	Feedback: Vandalism in all caps	not_polite	or ‘personal_attacks’ (since in feedback)
350	213	1	0	0	0	0	default	20141203172039	disallow	281	Saban troll	trolling	
351	698	0	0	0	1	0	default	20170402074230	warn,disallow	277	500 edits / 30 days editing restriction	personal_attacks	not sure how to best classify this, see https://en.wikipedia.org/wiki/Wikipedia:Arbitration/Requests/Enforcement/Archive173#TheRedPenOfDoom.2C_third_filing that initially prompted the filter creation
352	10	1	0	0	1	0	default	20120808231116	warn,disallow	276	Unusual change in title length	hidden_vandalism	
353	192	0	0	0	1	0	default	20090830005509		276	Direct use of stub categories in articles	good_faith_categories	
354	639	1	0	1	0	0	default	20181129210721	disallow	272	persistent block evasion	avoidant_vandalism	as per name; alternatively: ‘hidden_vandalism’
355	415	1	0	0	1	0	default	20120808231618	disallow	270	New user possibly editing an image on a template	template_vandalism	bc of action; otherwise I would’ve given it ‘good_faith_template’
356	944	1	0	1	0	0	default	20190105165750	disallow	267	Image vandalism III	image_vandalism	
357	916	1	0	1	0	0	default	20180727162648	disallow	264	LTA #916	long_term_abuse	
358	852	1	0	0	0	0	default	20180503164107	disallow	261	Birth/death place vandal	hidden_vandalism	or ‘hoaxing’
359	889	1	0	1	0	0	default	20190104181037	disallow	260	Persistent PA	personal_attacks	
360	389	1	0	0	1	0	default	20120202004752	throttle,disallow	258	Attacks on user talk pages	personal_attacks	
361	177	1	0	0	1	0	default	20100808082118		254	User:Television Radio	hidden_vandalism	
362	709	1	0	0	0	0	default	20161113234140	disallow	254	LTA filter	long_term_abuse	
363	331	1	0	0	1	0	default	20120202004540	disallow	249	Megafauna vandal	hidden_vandalism	
364	72	1	0	0	1	0	default	20100808081441		248	Unusual move throttle	page_move_vandalism	
365	367	0	0	0	1	0	default	20111116104702		246	New users adding multiple nowiki groups to articles	good_faith_template	
366	617	0	0	0	1	0	default	20150628135438	disallow	242	Mathias Sandell	general_vandalism	not quite sure what the problem is, but it disallows the addition of a lot of music related stuff by particular Ips
367	454	1	0	0	1	0	default	20130404081123		242	One time account spam bot	bot_vandalism	
368	622	1	0	0	1	0	default	20160614035415	disallow	235	Genre edit-warring	edit_warring	
369	608	1	0	0	0	0	default	20140827012916	disallow	232	Banned user	hidden_vandalism	
370	383	1	0	0	1	0	default	20110419184841		230	proxy vandalbot	bot_vandalism	
371	902	1	0	0	0	0	default	20180318173847		230	Article creation as newly confirmed editor	good_faith_article_creation	
372	56	1	0	0	0	0	default	20181018235046	disallow	229	Inappropriate CSS code in article space	hidden_vandalism	
373	103	0	0	0	1	0	default	20090928230911	warn	229	Uncyclopedia	good_faith_refs	
374	493	1	0	0	1	0	default	20160614033439		229	New Rochelle Sock	sockpuppetry	
375	901	0	0	1	0	0	default	20181210211356	warn	228	Possible Drumpf plugin	silly_vandalism	I don’t know about plugin, but that’s the label this gets based on content
376	757	1	0	1	0	0	default	20160515151910	disallow	228	Persistent IP-hopping troll	trolling	
377	718	1	0	1	0	0	default	20180929200924	disallow	227	Prolific socker III	sockpuppetry	
378	854	0	0	0	0	0	default	20180507162052	disallow	225	Airport ref removal	link_vandalism	
379	115	1	0	0	1	0	default	20091127160912	throttle,blockautopromote	225	sleeper socks II	sockpuppetry	
380	920	1	0	0	0	0	default	20181220031632	throttle	225	Possible sockpuppetry from EnglishEfternamn	sockpuppetry	
381	200	0	0	0	1	0	default	20150212173422		224	Removal of PROD templates	good_faith_template	
382	258	1	0	0	1	0	default	20160820182124		223	General Tojo II	hidden_vandalism	
383	744	0	0	0	0	0	default	20161229052127		222	Removal of TemplateData	good_faith_template	
384	19	0	0	0	1	0	default	20100106172826		221	"Replacement of ""partition of India"" with ""independence of Pakistan"""	politically_motivated	
385	166	1	0	0	1	0	default	20181104190546	disallow	219	Singapore vandal	hidden_vandalism	
386	710	1	0	0	0	0	default	20170512133554	disallow	219	Muhammad vandal	religiously_motivated	
387	886	1	0	0	0	0	default	20181115202503	throttle,disallow	217	LTA socking	sockpuppetry	
388	426	1	0	0	1	0	default	20160614032543		215	TV station sockpuppeteer	sockpuppetry	
389	640	0	0	0	1	0	default	20150628135317	warn,disallow	213	VEVO	general_vandalism	not quite sure what the problem is, but action is disallow, hence the label
390	234	1	0	0	1	0	default	20110310110753	disallow	208	Alexcas11 sockpuppets	sockpuppetry	
391	928	0	0	1	0	0	default	20180909185830	warn	207	Transclusion of userpages	good_faith_template	
392	681	1	0	0	0	0	default	20150531155632	throttle	206	possible vandalism in NS4	hidden_vandalism	NS4=Wikipedia
393	465	1	0	0	0	0	default	20140823212744	disallow	201	FIFA IP hopper from Lima, Peru	hidden_vandalism	
394	648	1	0	0	0	0	default	20181023224322	disallow	195	Long-term abuse using Korean	long_term_abuse	
395	808	1	0	0	1	0	default	20170509191107	disallow	194	Dead rat/Woomoo vandal	hidden_vandalism	
396	441	1	0	0	1	0	default	20160905181512	disallow	194	Sports forum spammer	spam	
397	210	1	0	0	1	0	default	20090928231101		193	MGM/other studio	hidden_vandalism	
398	917	1	0	1	0	0	default	20181210172142	disallow	192	Prevent the addition of Daniel C. Boyer	hidden_vandalism	
399	287	1	0	0	0	0	default	20180412195649	disallow	190	Sanders conspiracies	hidden_vandalism	
400	885	1	0	1	0	0	default	20181219130402	disallow	190	LTA 885	long_term_abuse	
401	469	1	0	0	1	0	default	20130718155314		190	Shirik's Test Filter	test	
402	811	1	0	0	0	0	default	20180514225222	disallow	189	Aaron Christopher	hidden_vandalism	
403	597	1	0	1	0	0	default	20170912210315	disallow	189	Europefan	hidden_vandalism	
404	424	1	0	0	1	0	default	20110828130927		189	Repeatedly blocked user --  testing-only rule for filter 425	hidden_vandalism	alternatively: ‘test’
405	13	1	0	0	1	0	default	20160812192945	warn,disallow	188	Knave vandalism	hidden_vandalism	
406	560	0	0	0	0	0	default	20150212181334	warn	185	"The ""truly"" vandal"	silly_vandalism	not quite satisfied with label, but don’t have a better idea either
407	865	1	0	1	0	0	default	20170718220342		182	maghsoudi	hidden_vandalism	
408	377	0	0	0	1	0	default	20110107070532		175	Large not english contributions 2 (test only)	good_faith	or ‘test’, as per name
409	866	1	0	0	0	0	default	20180424212727		173	Temporary article title watch	hidden_vandalism	title sounds weird for the filter to be hidden
410	666	1	0	0	0	0	default	20160628072635	disallow	172	Aas Mohammad	hidden_vandalism	most likely ‘politically_motivated’
411	689	0	0	0	1	0	default	20160614040958	warn,tag	170	Chicken fucker vandalism	profanity_vandalism	
412	161	0	0	0	1	0	default	20090617131429		169	Overlinking	good_faith_refs	
413	790	1	0	0	0	0	default	20170325041629		162	Nationality inventions	hidden_vandalism	
414	798	0	0	1	0	0	default	20161010230835		162	Possible copyvio for image upload	copyright_violation	
415	676	1	0	0	0	0	default	20180222215913	disallow	160	Highway vandal	hidden_vandalism	
416	722	0	0	0	0	0	default	20170207181842		158	Please Accept	good_faith_edit_summary	
417	235	0	0	0	1	0	default	20090928231159		157	Your mom jokes	silly_vandalism	or ‘personal_attacks’. But it was only in logging mode and enabled for 4 days, probably got merged into another filter
418	674	0	0	0	0	0	default	20161015072323	disallow	156	Long term infobox vandal	long_term_abuse	as per name and comments
419	906	1	0	1	0	0	default	20180721164347	disallow	154	Alan Jackson Vandal	hidden_vandalism	
420	745	1	0	0	0	0	default	20170228011409		154	Talk page abuse	talk_page_vandalism	as per name
421	63	1	0	0	1	0	default	20091127160855	disallow	150	Abusive unblock denials	hidden_vandalism	
422	278	1	0	0	1	0	default	20120202004634		149	Possible copyright violations	copyright_violation	
423	104	0	0	0	1	0	default	20150212173322	warn	149	Helpme and Adminhelp	good_faith_template	
424	168	0	0	0	1	0	default	20090830005433	warn	148	Non-admins responding to unblock requests	good_faith	none of the existing more specific good_faith tags cuts it and I cannot think of anything sensible
425	542	1	0	0	1	0	default	20160614034012		147	Open proxies II	wiki_policy	
426	240	0	0	0	1	0	default	20091127160918		147	Used lifetime over/with/as well as existing apparatus	unclear	I don’t quite get the problem targeted by this filter
427	185	0	0	0	1	0	default	20181104190717		146	Cross-namespace move	good_faith_move	
428	430	1	0	0	1	0	default	20130404080919	disallow	145	Various socking spammers	sockpuppetry	
429	737	1	0	0	0	0	default	20180314041327	disallow	145	Christ the Logos	hidden_vandalism	
430	876	1	0	0	0	0	default	20190104181014	throttle,warn	144	Derp III	hidden_vandalism	
431	785	1	0	0	0	0	default	20160818213434		139	Template doc vandalism	template_vandalism	
432	125	0	0	0	1	0	default	20090429124019		138	Insertion of repeated phrases	silly_vandalism	at least that’s what they’re targeting imho. What actually get caught by the filter is sometimes as innocuous as whitespaces consisting of 4 blanks.
433	653	1	0	0	0	0	default	20150730223741	disallow	136	Infobox vandal	hidden_vandalism	
434	190	1	0	0	1	0	default	20091218070146	disallow	134	CrabCore (4chan) - [[Special:Contributions/70.122.90.204]]	hidden_vandalism	
435	743	1	0	0	0	0	default	20180212172048	disallow	133	Prolific socker IV	sockpuppetry	
436	439	1	0	0	1	0	default	20130404080945	disallow	132	Chaosname	hidden_vandalism	
437	881	1	0	1	0	0	default	20180420054127	disallow	131	Excessive scatology	hidden_vandalism	
438	492	1	0	0	1	0	default	20120924064810		131	Check for possible persistent IP-hopping abuse	hidden_vandalism	
439	855	1	0	0	1	0	default	20181104193922	disallow	129	LTA (Georgia)	long_term_abuse	
440	734	1	0	0	0	0	default	20171204231846	disallow	127	McAusten	hidden_vandalism	
441	848	0	0	0	0	0	default	20170505042534		126	Large contributions test filter	test	
442	373	1	0	0	1	0	default	20120807052549		125	Mario96	hidden_vandalism	
443	767	1	0	1	0	0	default	20181219232350	disallow	124	Prophecy spam	spam	
444	564	1	0	0	1	0	default	20140102181617	disallow	123	block evasion	hidden_vandalism	
445	513	1	0	0	1	0	default	20160929181639	disallow	122	Persistent talk page abuse from IP ranges II	talk_page_vandalism	
446	250	1	0	0	1	0	default	20110310110912	disallow	122	Combined pagemove/edit summary vandalism	hidden_vandalism	
447	44	1	0	0	1	0	default	20090807112546		121	MAM vandalism	hidden_vandalism	
448	144	0	0	0	1	0	default	20100106173410		120	Hiding content of pages	good_faith_html	
449	838	0	0	1	0	0	default	20181113040819	warn	119	Main page hello worlds	good_faith_test_edits	
450	453	1	0	0	1	0	default	20130404081115	warn,disallow	119	Temporary block on making specific kinds of template edits	template_vandalism	as per name
451	596	1	0	0	0	0	default	20160812035607	disallow	117	Elevator vandal	hidden_vandalism	
452	281	1	0	0	1	0	default	20100108215922		115	Unwatched BLPs	hidden_vandalism	
453	723	1	0	0	0	0	default	20160914172157		115	MusikAnimal's test filter	test	
454	706	1	0	0	0	0	default	20160925183649	disallow	113	Dutch football vandalism	hidden_vandalism	
455	455	1	0	0	1	0	default	20120602063353	disallow	113	Bahrani	hidden_vandalism	
456	434	1	0	0	1	0	default	20160614032622		112	Roman vandal	hidden_vandalism	
457	769	1	0	0	0	0	default	20180403064325	disallow	110	AfD nomination harassment	harassment	
458	665	1	0	0	0	0	default	20150807184304	disallow	109	revescom	hidden_vandalism	
459	797	1	0	1	0	0	default	20161009215924	disallow	108	Synth LTA	long_term_abuse	
